customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,prev_campaign_outcome,term_deposit_subscribed
29.0,9,2,2,0,649.0,1,0,0,25,8,612.0,4.0,3,1
28.0,9,1,1,0,747.0,0,0,0,29,4,127.0,2.0,3,0
46.0,4,1,2,0,-71.0,1,2,1,24,5,255.0,2.0,3,0
31.0,4,1,2,0,552.0,1,0,0,18,5,104.0,1.0,3,0
49.0,4,0,2,0,1.0,0,0,0,15,10,144.0,2.0,3,0
33.0,0,2,2,0,3814.0,0,0,2,9,6,396.0,2.0,3,0
37.0,7,1,1,0,279.0,0,0,2,16,8,245.0,6.0,3,0
44.0,2,2,2,0,745.0,0,2,0,29,5,622.0,4.0,3,0
51.0,9,1,1,0,-8020.0,1,0,2,28,8,226.0,2.0,3,0
57.0,4,1,2,0,93.0,1,2,0,19,1,159.0,11.0,3,0
44.0,9,0,1,0,246.0,1,0,0,30,5,94.0,3.0,3,0
49.0,4,1,2,0,2424.0,1,0,0,21,9,274.0,1.0,0,0
36.0,4,0,2,0,0.0,0,0,0,28,1,67.0,4.0,3,0
45.0,4,2,2,0,868.0,0,0,0,17,5,212.0,5.0,3,0
26.0,0,2,1,0,158.0,1,2,2,16,8,789.0,1.0,3,1
51.0,1,1,1,0,1.0,1,2,0,22,5,141.0,2.0,3,0
59.0,5,1,1,0,479.0,0,0,0,22,5,477.0,5.0,3,0
31.0,4,2,2,0,370.0,0,0,0,22,1,68.0,2.0,3,0
38.0,2,1,1,1,0.0,1,0,0,21,9,199.0,1.0,3,0
32.0,9,1,2,0,2683.0,0,0,0,14,10,205.0,1.0,0,1
29.0,4,1,2,0,3138.0,1,0,0,17,5,140.0,1.0,3,0
48.0,4,2,1,0,435.0,0,0,1,4,6,179.0,2.0,3,0
74.0,5,1,3,0,7820.0,0,0,0,6,1,146.0,3.0,3,0
51.0,10,0,1,0,29.0,0,0,0,4,1,299.0,2.0,3,0
31.0,4,2,2,0,2385.0,0,0,0,4,6,268.0,3.0,3,0
48.0,9,0,1,0,775.0,1,0,2,23,8,492.0,1.0,3,0
56.0,4,1,2,0,2361.0,0,2,0,29,4,26.0,1.0,0,0
58.0,5,1,1,0,668.0,0,0,0,20,9,474.0,1.0,3,0
29.0,1,1,1,0,1903.0,0,0,0,12,8,227.0,1.0,3,0
74.0,5,1,0,0,2893.0,0,0,1,1,11,91.0,5.0,1,0
40.0,0,1,1,0,9614.0,1,0,2,9,6,198.0,1.0,3,0
33.0,0,1,1,0,-84.0,1,0,2,3,6,1353.0,7.0,3,1
27.0,3,2,1,0,228.0,1,0,2,30,8,45.0,16.0,3,0
38.0,4,1,1,0,-501.0,1,0,0,21,9,89.0,3.0,3,0
32.0,0,2,1,0,5053.0,1,0,0,19,9,57.0,1.0,3,0
33.0,1,1,1,0,180.0,0,0,0,6,1,919.0,2.0,3,1
37.0,2,2,0,0,151.0,1,0,0,11,8,200.0,1.0,3,0
48.0,8,2,3,0,1276.0,0,0,1,20,10,2431.0,1.0,3,0
40.0,1,1,1,0,0.0,1,0,0,15,5,96.0,4.0,3,0
42.0,1,1,0,0,162.0,1,0,2,20,6,363.0,3.0,3,0
40.0,4,2,3,0,2884.0,1,0,2,7,8,27.0,2.0,3,0
42.0,10,2,2,0,411.0,0,0,0,14,5,581.0,8.0,3,0
47.0,1,1,1,0,432.0,0,2,0,21,1,143.0,2.0,3,0
46.0,0,0,1,0,609.0,0,0,0,31,5,0.0,10.0,3,0
58.0,3,1,0,0,2352.0,0,0,2,9,6,215.0,1.0,3,0
37.0,10,2,2,0,1291.0,0,0,0,5,1,154.0,1.0,2,1
59.0,5,1,0,0,477.0,0,0,0,13,1,120.0,3.0,3,0
30.0,9,1,1,0,10.0,0,0,0,21,1,130.0,2.0,3,0
24.0,6,2,1,0,1245.0,1,0,0,5,3,217.0,2.0,2,0
37.0,1,1,1,0,865.0,0,0,2,6,4,73.0,1.0,3,0
32.0,2,2,1,0,-5.0,0,0,1,13,9,155.0,1.0,3,1
36.0,9,0,1,0,7.0,1,2,0,21,9,99.0,2.0,0,0
29.0,1,1,1,0,7363.0,1,0,0,31,5,128.0,5.0,3,0
30.0,0,2,1,0,1075.0,1,0,2,2,6,521.0,5.0,3,0
40.0,1,2,1,0,-3.0,0,0,0,13,1,263.0,2.0,0,0
48.0,9,1,1,0,2238.0,0,0,0,17,9,166.0,2.0,3,0
52.0,0,2,1,0,2363.0,1,0,1,20,0,53.0,3.0,3,0
23.0,8,2,1,0,369.0,1,0,0,17,0,154.0,1.0,3,0
55.0,1,1,0,0,69.0,0,0,2,17,6,112.0,1.0,3,0
40.0,4,2,2,0,1633.0,0,2,0,5,1,242.0,1.0,3,0
31.0,4,1,2,0,709.0,1,0,0,17,5,167.0,2.0,3,0
37.0,9,2,2,0,751.0,1,0,2,16,6,2.0,14.0,3,0
47.0,7,1,1,0,-1.0,0,0,1,24,5,136.0,1.0,3,0
37.0,9,1,1,0,5806.0,1,0,0,18,9,189.0,1.0,3,0
44.0,7,1,1,0,376.0,0,0,2,11,6,903.0,2.0,3,0
58.0,7,1,1,0,8263.0,1,0,1,21,9,163.0,1.0,3,0
46.0,9,1,1,0,1239.0,0,0,0,7,8,255.0,2.0,3,0
41.0,0,1,1,0,2659.0,1,0,1,24,5,276.0,1.0,3,0
33.0,9,2,1,0,1041.0,1,0,0,20,1,16.0,19.0,3,0
27.0,1,1,1,0,908.0,1,0,0,13,8,788.0,1.0,3,0
51.0,1,1,0,0,1122.0,1,0,2,6,8,59.0,1.0,3,0
38.0,9,1,1,0,435.0,1,0,2,20,8,213.0,2.0,3,0
30.0,8,2,3,0,85.0,0,0,0,22,8,129.0,1.0,3,0
51.0,1,1,1,0,144.0,1,0,0,7,5,140.0,5.0,3,0
37.0,1,0,1,0,163.0,1,0,2,30,8,136.0,2.0,3,0
44.0,9,0,1,0,596.0,0,0,0,27,1,104.0,8.0,3,0
30.0,4,1,2,0,179.0,1,0,0,14,5,237.0,3.0,3,0
29.0,1,1,1,0,267.0,1,0,0,20,9,85.0,2.0,3,0
42.0,1,1,0,0,67.0,1,0,0,17,9,373.0,1.0,3,0
34.0,0,1,1,0,1.0,1,0,0,20,0,403.0,1.0,1,0
42.0,1,1,0,0,634.0,1,0,0,20,0,72.0,2.0,3,0
72.0,5,1,2,0,2647.0,0,0,0,5,3,529.0,2.0,3,0
34.0,9,1,2,0,3042.0,1,0,0,5,8,241.0,1.0,0,0
41.0,9,1,1,0,3085.0,0,0,0,11,11,281.0,1.0,3,1
60.0,5,1,1,0,988.0,1,0,2,30,8,553.0,1.0,3,0
32.0,10,1,1,0,867.0,1,0,0,29,4,170.0,1.0,3,0
25.0,9,0,1,0,159.0,1,0,0,24,5,202.0,1.0,3,0
27.0,4,2,2,0,673.0,0,0,0,4,8,168.0,1.0,3,0
59.0,4,1,2,0,4.0,1,0,0,6,8,772.0,3.0,3,0
51.0,2,2,1,0,436.0,0,0,2,18,6,397.0,1.0,3,0
35.0,1,2,1,0,693.0,0,0,0,6,3,845.0,2.0,3,1
45.0,1,0,1,0,-447.0,1,0,0,17,0,81.0,1.0,3,0
46.0,9,1,1,0,6376.0,1,0,0,18,9,58.0,4.0,3,0
60.0,5,0,1,0,291.0,0,0,0,24,5,299.0,5.0,3,0
35.0,9,1,2,0,522.0,1,2,2,28,8,120.0,1.0,3,0
40.0,6,1,1,0,165.0,1,2,0,8,8,373.0,4.0,0,0
34.0,9,0,1,0,253.0,1,0,0,17,0,63.0,1.0,3,0
51.0,9,1,1,0,770.0,1,0,2,16,6,131.0,1.0,3,0
30.0,0,1,1,0,7637.0,1,2,2,3,6,207.0,1.0,3,0
26.0,1,1,0,0,454.0,1,2,0,17,0,200.0,3.0,0,0
50.0,4,1,2,0,2327.0,0,0,0,8,1,79.0,2.0,3,0
30.0,7,2,1,0,341.0,0,2,0,21,9,18.0,7.0,1,0
39.0,6,2,2,0,3967.0,0,0,0,30,5,119.0,3.0,3,0
33.0,9,2,1,0,403.0,1,2,2,15,8,46.0,1.0,3,0
39.0,9,1,2,0,-220.0,0,0,2,20,6,0.0,13.0,3,0
32.0,1,2,1,0,609.0,1,0,2,14,8,395.0,1.0,3,0
26.0,9,2,2,0,5.0,1,0,0,29,5,80.0,5.0,3,0
31.0,3,1,0,0,-5.0,0,0,0,8,1,153.0,2.0,3,0
28.0,8,2,2,0,684.0,1,0,0,29,4,371.0,1.0,1,0
29.0,4,2,2,0,22.0,0,0,0,14,1,1140.0,2.0,3,1
22.0,1,2,1,1,-200.0,1,0,2,12,6,459.0,3.0,3,1
38.0,4,1,2,0,4064.0,1,0,0,21,9,110.0,2.0,3,0
31.0,1,1,1,0,7865.0,1,0,0,14,8,1127.0,1.0,3,1
42.0,6,1,2,0,2500.0,0,0,0,9,5,591.0,2.0,0,0
33.0,0,2,1,0,539.0,1,0,0,21,9,362.0,2.0,3,0
25.0,8,2,1,0,2532.0,1,0,0,18,8,194.0,3.0,1,0
40.0,7,1,0,0,473.0,1,0,0,30,4,48.0,1.0,3,0
51.0,0,1,1,0,352.0,0,2,0,17,9,100.0,3.0,0,0
44.0,7,1,2,0,469.0,0,0,2,9,6,444.0,2.0,3,0
46.0,1,1,1,0,6491.0,1,0,0,19,9,110.0,2.0,0,0
44.0,0,1,1,0,642.0,0,0,0,4,1,113.0,1.0,1,0
37.0,9,1,1,0,975.0,1,0,0,14,5,771.0,3.0,3,1
53.0,10,0,0,0,435.0,0,0,2,20,6,152.0,2.0,3,0
45.0,1,1,1,0,759.0,1,0,2,15,8,389.0,7.0,3,0
48.0,7,1,1,0,2419.0,1,0,0,20,0,109.0,6.0,0,0
36.0,4,1,1,0,-3.0,1,0,0,15,5,495.0,5.0,3,0
43.0,4,1,2,0,9265.0,1,0,0,6,1,133.0,2.0,3,0
42.0,1,1,0,0,428.0,1,0,2,19,8,319.0,2.0,3,0
32.0,4,1,2,0,321.0,1,0,0,22,5,268.0,3.0,3,0
34.0,1,1,1,0,3509.0,1,0,2,20,8,245.0,2.0,3,0
31.0,0,1,1,0,2072.0,0,0,0,19,9,108.0,1.0,3,0
54.0,5,1,1,0,1135.0,1,0,0,14,8,166.0,1.0,0,0
37.0,1,2,0,0,-1.0,1,0,0,11,8,275.0,4.0,3,0
36.0,2,2,2,0,-17.0,1,0,2,21,8,568.0,3.0,3,0
28.0,0,1,1,0,1756.0,1,2,0,14,8,165.0,1.0,3,0
47.0,7,1,1,0,2379.0,1,0,0,24,11,401.0,1.0,3,1
40.0,9,0,1,0,770.0,1,0,0,17,0,414.0,2.0,3,0
25.0,0,2,1,0,-219.0,1,0,0,15,8,199.0,1.0,0,0
50.0,9,1,2,0,3.0,0,2,0,12,0,330.0,1.0,0,0
35.0,4,0,2,0,-252.0,1,0,0,7,8,215.0,2.0,1,0
39.0,4,2,0,0,857.0,1,0,2,21,8,189.0,1.0,3,0
56.0,9,1,1,0,1154.0,0,0,2,17,9,197.0,2.0,1,0
36.0,4,1,2,0,4.0,1,0,1,5,9,0.0,1.0,3,0
56.0,2,0,0,0,33.0,0,0,2,16,6,506.0,1.0,3,0
29.0,1,2,2,0,330.0,1,0,0,20,9,83.0,1.0,3,0
34.0,4,1,2,0,20.0,1,2,0,6,3,155.0,1.0,3,0
30.0,0,1,1,0,166.0,0,2,0,31,5,62.0,27.0,3,0
39.0,7,1,1,0,-3.0,1,0,0,24,5,127.0,1.0,3,0
37.0,4,1,2,0,3.0,0,0,2,20,6,2.0,4.0,3,0
68.0,5,1,2,0,14218.0,1,0,0,9,11,403.0,1.0,3,1
32.0,10,0,1,0,1009.0,1,0,1,10,9,160.0,1.0,0,0
23.0,8,2,0,0,474.0,0,0,0,30,0,562.0,1.0,3,1
46.0,7,1,1,0,-256.0,0,0,2,20,6,12.0,1.0,3,0
51.0,1,1,0,0,179.0,1,2,0,6,3,265.0,2.0,3,0
43.0,4,1,2,0,-557.0,1,2,0,8,8,689.0,3.0,0,1
32.0,4,0,1,0,914.0,0,0,0,29,1,62.0,14.0,3,0
39.0,7,0,1,0,-389.0,1,0,0,9,5,197.0,2.0,3,0
55.0,9,0,1,0,3040.0,0,0,0,14,1,692.0,2.0,3,1
49.0,1,1,1,0,710.0,1,0,1,13,8,100.0,5.0,3,0
59.0,5,1,0,0,-387.0,1,0,2,26,8,133.0,2.0,3,0
35.0,4,1,2,0,-1.0,0,0,0,20,1,278.0,2.0,3,0
44.0,1,1,1,0,705.0,1,0,1,9,5,19.0,1.0,3,0
57.0,5,1,0,0,698.0,0,0,0,22,1,121.0,4.0,3,0
34.0,9,2,3,0,728.0,1,0,0,5,8,150.0,1.0,3,0
47.0,0,1,1,0,514.0,1,1,2,14,8,449.0,3.0,3,0
31.0,4,1,2,0,-4.0,0,2,0,14,5,105.0,3.0,3,0
42.0,0,1,1,0,929.0,0,0,0,6,1,411.0,2.0,3,1
25.0,9,1,2,0,-492.0,1,0,2,3,6,315.0,1.0,3,0
42.0,4,1,2,0,13044.0,0,0,0,19,9,195.0,1.0,0,0
56.0,4,1,0,0,0.0,0,0,2,19,8,450.0,1.0,3,0
33.0,1,1,2,0,-35.0,0,0,0,20,9,952.0,2.0,3,1
41.0,4,0,2,0,24.0,0,0,0,6,0,594.0,2.0,0,0
52.0,3,1,1,0,0.0,0,0,2,18,6,551.0,1.0,3,0
45.0,1,0,1,0,1817.0,1,0,2,28,8,215.0,2.0,3,0
33.0,1,2,1,0,16648.0,1,0,0,5,3,174.0,1.0,3,0
30.0,7,1,1,0,584.0,1,0,0,20,9,138.0,6.0,0,0
46.0,9,1,1,0,51.0,0,0,0,22,1,132.0,8.0,3,0
38.0,7,2,1,0,1048.0,1,0,0,14,8,141.0,1.0,3,0
32.0,1,1,1,0,-58.0,1,0,0,12,8,176.0,2.0,0,0
50.0,4,1,2,0,-4.0,1,0,0,30,5,172.0,6.0,3,0
44.0,9,1,1,0,991.0,1,0,0,11,1,151.0,1.0,0,1
33.0,7,1,1,0,408.0,1,0,2,13,8,47.0,1.0,3,0
47.0,9,0,1,0,1307.0,0,0,1,30,5,258.0,2.0,3,0
34.0,4,1,2,0,6.0,0,0,0,23,0,81.0,3.0,3,0
30.0,0,1,1,0,780.0,1,0,0,20,9,427.0,1.0,3,0
41.0,4,1,2,0,889.0,1,0,0,20,0,486.0,1.0,1,0
31.0,7,2,1,0,436.0,1,0,0,17,0,60.0,1.0,3,0
39.0,2,1,2,0,0.0,1,2,0,24,5,220.0,6.0,3,0
32.0,0,1,1,0,1102.0,1,0,2,23,8,442.0,2.0,3,0
59.0,5,0,0,0,878.0,0,0,0,17,0,38.0,9.0,3,0
26.0,4,1,2,0,19.0,1,0,0,11,5,17.0,2.0,3,0
30.0,9,1,2,0,312.0,1,0,0,27,1,118.0,2.0,3,0
48.0,4,0,2,0,253.0,0,0,0,6,1,309.0,6.0,3,0
46.0,1,1,1,0,1229.0,0,2,0,3,3,307.0,3.0,1,0
27.0,8,2,2,0,13109.0,1,0,0,6,0,658.0,1.0,0,1
38.0,2,1,2,0,624.0,1,0,0,9,5,89.0,1.0,3,0
36.0,1,1,1,0,2101.0,0,2,2,26,6,73.0,1.0,3,0
34.0,0,0,1,0,151.0,0,2,0,8,5,199.0,1.0,3,0
38.0,1,1,1,0,-403.0,1,2,2,14,8,117.0,3.0,3,0
43.0,4,0,2,0,69.0,1,0,0,7,1,129.0,2.0,3,0
55.0,5,1,1,0,164.0,0,2,2,3,5,216.0,1.0,3,0
39.0,1,2,1,0,1883.0,0,2,0,14,8,40.0,1.0,1,0
54.0,7,1,1,0,2655.0,1,0,0,21,9,106.0,1.0,0,0
44.0,9,1,1,0,2124.0,1,0,2,30,8,92.0,3.0,3,0
36.0,0,2,1,0,599.0,1,0,0,5,8,117.0,1.0,3,0
36.0,1,1,0,0,3530.0,1,0,0,21,9,1040.0,1.0,3,1
48.0,0,0,1,0,2167.0,1,0,2,30,6,36.0,3.0,3,0
24.0,4,3,2,0,2501.0,0,0,0,17,3,499.0,1.0,3,1
37.0,2,1,1,0,3253.0,1,0,2,2,6,367.0,1.0,3,0
46.0,7,0,0,0,3852.0,1,0,2,20,6,23.0,3.0,3,0
26.0,4,2,2,0,571.0,1,0,1,8,8,91.0,6.0,2,0
45.0,1,0,0,0,752.0,1,0,2,15,8,240.0,6.0,3,0
32.0,0,2,1,0,2698.0,1,0,0,24,5,125.0,2.0,3,0
39.0,7,1,1,0,95.0,1,0,1,28,5,233.0,2.0,3,0
46.0,0,0,1,0,0.0,0,0,0,17,9,44.0,1.0,3,0
31.0,1,2,1,0,183.0,0,0,0,14,5,262.0,7.0,3,0
54.0,2,1,1,0,817.0,0,2,0,28,5,75.0,12.0,3,0
34.0,4,2,2,0,1717.0,0,0,0,21,9,167.0,4.0,3,0
39.0,0,0,1,1,718.0,0,0,0,20,9,288.0,2.0,1,0
36.0,4,1,2,0,-84.0,1,0,2,12,6,86.0,2.0,3,0
41.0,4,2,2,0,197.0,0,0,0,20,9,130.0,1.0,0,0
36.0,4,2,2,0,303.0,1,0,0,4,8,73.0,4.0,0,0
42.0,5,1,0,0,1417.0,0,0,0,25,3,393.0,2.0,3,1
60.0,0,0,1,0,1529.0,0,0,1,29,5,81.0,2.0,3,0
36.0,0,1,1,0,286.0,1,0,2,2,6,132.0,8.0,3,0
44.0,9,1,1,0,1648.0,0,0,0,4,3,150.0,1.0,3,0
35.0,0,2,1,0,21850.0,1,0,0,20,9,226.0,2.0,3,0
47.0,4,2,2,0,487.0,0,0,0,14,1,267.0,5.0,3,0
44.0,9,1,2,0,752.0,0,0,0,10,3,159.0,1.0,3,1
27.0,3,2,2,0,449.0,0,0,0,13,1,135.0,2.0,3,0
39.0,7,1,1,0,119.0,1,0,0,17,0,163.0,1.0,3,0
34.0,1,1,0,0,-325.0,1,2,2,23,8,703.0,1.0,3,0
35.0,0,2,1,0,594.0,1,0,2,28,8,169.0,1.0,3,0
40.0,4,1,2,0,1054.0,1,2,0,18,5,85.0,11.0,3,0
55.0,3,1,0,0,430.0,1,0,1,28,5,115.0,6.0,3,0
34.0,6,2,2,0,1276.0,1,0,0,14,8,221.0,1.0,3,0
54.0,7,0,0,0,141.0,1,0,2,9,8,100.0,1.0,3,0
28.0,9,2,2,0,40.0,0,0,0,12,1,106.0,3.0,3,0
36.0,1,1,1,0,1407.0,0,0,2,19,6,126.0,2.0,3,0
54.0,10,1,0,0,976.0,1,0,0,3,2,356.0,1.0,3,1
54.0,9,0,2,0,2.0,0,0,0,18,1,179.0,1.0,3,0
30.0,9,2,2,0,43.0,1,0,0,3,3,700.0,7.0,0,0
28.0,0,2,1,0,105.0,0,0,0,9,3,519.0,5.0,3,0
59.0,5,1,2,0,32689.0,0,0,0,2,7,1463.0,2.0,3,1
60.0,5,0,1,0,500.0,1,0,0,15,8,644.0,2.0,3,1
40.0,6,1,2,0,5999.0,1,0,0,15,8,213.0,6.0,0,0
31.0,4,1,2,0,968.0,1,0,2,20,8,411.0,2.0,3,0
23.0,1,2,1,0,-6.0,0,0,2,19,8,265.0,1.0,3,0
31.0,10,1,1,0,88.0,1,0,2,20,8,210.0,2.0,3,0
48.0,2,1,2,0,385.0,1,0,0,11,8,248.0,4.0,0,0
37.0,9,1,1,0,2.0,0,0,0,25,1,245.0,2.0,3,0
33.0,7,1,1,0,642.0,1,0,0,14,8,419.0,2.0,3,0
26.0,0,2,1,0,667.0,1,0,0,29,4,224.0,1.0,3,0
28.0,7,2,1,1,71.0,1,0,2,9,8,187.0,2.0,3,0
25.0,9,2,1,0,4.0,0,0,2,3,6,67.0,6.0,3,0
56.0,1,1,0,0,-112.0,1,0,0,8,8,1007.0,2.0,3,0
46.0,0,2,2,0,227.0,1,0,0,2,7,380.0,1.0,3,1
47.0,1,1,1,0,5053.0,0,0,0,12,8,266.0,2.0,0,0
44.0,4,2,2,0,-8020.0,0,0,0,13,1,145.0,2.0,3,0
41.0,4,1,2,0,263.0,1,2,0,12,8,237.0,1.0,3,0
37.0,9,1,1,0,58.0,1,0,2,28,8,96.0,1.0,3,0
30.0,4,2,2,0,2548.0,1,0,0,21,5,634.0,3.0,3,1
29.0,0,2,1,0,646.0,1,0,0,25,5,470.0,3.0,3,0
39.0,1,1,1,0,-99.0,1,0,2,16,6,19.0,21.0,3,0
38.0,0,1,1,0,978.0,0,0,2,20,6,398.0,5.0,3,0
29.0,1,1,1,0,36.0,1,0,2,23,8,387.0,5.0,3,0
18.0,8,2,1,0,134.0,0,0,1,11,1,101.0,1.0,0,0
39.0,0,1,1,0,150.0,0,0,0,3,6,314.0,4.0,3,1
54.0,1,1,0,0,3173.0,1,0,1,16,0,134.0,2.0,0,0
45.0,4,1,2,0,1362.0,1,0,2,15,8,662.0,5.0,3,0
35.0,1,1,0,0,445.0,1,0,0,7,8,115.0,4.0,0,0
52.0,3,1,1,0,127.0,1,0,1,21,5,1120.0,8.0,3,1
48.0,9,0,0,0,296.0,0,2,0,5,3,17.0,6.0,3,0
44.0,10,1,1,0,307.0,0,0,0,29,5,871.0,1.0,3,1
32.0,6,2,2,0,2799.0,1,0,2,14,8,675.0,1.0,3,0
30.0,1,1,1,0,1881.0,0,0,0,6,3,576.0,8.0,3,1
58.0,7,1,0,0,803.0,0,0,0,18,1,410.0,3.0,3,0
53.0,5,1,1,0,3740.0,1,0,0,17,0,179.0,1.0,1,0
30.0,4,1,2,0,916.0,1,0,0,19,9,262.0,3.0,3,0
72.0,1,1,0,0,4411.0,0,0,1,13,10,132.0,1.0,3,0
29.0,7,2,1,0,-8020.0,1,0,0,20,0,14.0,6.0,3,0
56.0,5,1,1,0,-3.0,0,2,0,7,1,105.0,4.0,3,0
62.0,4,1,2,0,8.0,0,0,2,18,6,798.0,3.0,3,0
42.0,2,1,2,0,153.0,1,2,2,7,8,651.0,1.0,3,0
45.0,9,1,1,0,857.0,0,0,0,30,5,151.0,2.0,3,0
27.0,7,2,1,0,1162.0,0,2,0,28,5,231.0,4.0,3,0
26.0,4,2,2,0,1218.0,0,0,0,30,4,257.0,2.0,3,0
43.0,6,1,2,0,35587.0,0,0,1,18,9,578.0,2.0,3,0
48.0,7,1,1,0,4.0,1,0,1,9,5,236.0,1.0,3,0
47.0,7,1,0,0,64.0,0,0,2,9,6,357.0,2.0,3,0
59.0,1,1,0,0,670.0,1,0,2,20,8,255.0,4.0,3,0
45.0,9,1,3,0,74.0,0,0,2,12,6,171.0,1.0,3,0
32.0,9,1,2,0,1696.0,0,0,0,28,4,212.0,1.0,2,1
43.0,6,1,2,0,580.0,0,0,0,17,9,163.0,1.0,3,0
83.0,5,0,0,0,2623.0,0,0,1,16,10,171.0,2.0,3,0
32.0,7,2,1,0,15.0,1,0,0,20,9,345.0,1.0,3,0
45.0,9,0,1,0,2658.0,0,0,0,7,1,895.0,3.0,3,1
35.0,2,2,2,0,-877.0,0,2,0,24,5,94.0,3.0,3,0
33.0,4,1,2,0,2214.0,0,0,0,18,3,248.0,1.0,0,0
44.0,9,1,1,0,3522.0,0,2,1,22,8,150.0,1.0,3,0
23.0,1,2,1,0,214.0,1,0,2,28,8,56.0,1.0,3,0
38.0,3,1,0,0,230.0,1,0,0,24,5,228.0,10.0,3,0
43.0,9,1,1,0,769.0,0,0,2,5,6,85.0,1.0,3,0
33.0,4,1,1,0,239.0,0,0,0,30,4,418.0,4.0,3,0
31.0,4,2,2,0,699.0,1,0,0,17,0,213.0,3.0,3,0
36.0,10,0,1,0,53.0,1,0,0,28,4,88.0,1.0,3,0
45.0,4,1,2,0,2475.0,1,0,0,20,9,1485.0,4.0,3,0
57.0,7,1,1,0,556.0,0,0,2,19,6,76.0,1.0,3,0
19.0,7,2,1,0,364.0,0,0,1,5,6,311.0,1.0,1,0
39.0,1,1,1,0,6534.0,0,0,2,5,6,635.0,1.0,3,0
47.0,6,1,0,0,575.0,1,0,0,20,9,142.0,5.0,3,0
56.0,1,0,0,0,-4.0,0,2,0,8,5,205.0,1.0,3,0
30.0,0,1,1,0,-371.0,1,0,2,27,8,82.0,1.0,3,0
37.0,9,0,2,0,1173.0,1,0,0,18,9,207.0,2.0,3,0
40.0,9,1,2,0,-8020.0,1,0,0,19,9,822.0,1.0,3,1
34.0,0,1,2,0,90.0,1,2,0,18,9,103.0,1.0,3,0
28.0,0,2,1,0,791.0,1,0,0,18,5,270.0,2.0,3,0
37.0,6,2,2,0,1128.0,1,0,0,21,9,47.0,2.0,0,0
36.0,4,0,0,0,517.0,1,0,0,8,8,216.0,2.0,3,0
59.0,6,0,2,0,5.0,1,0,0,13,10,197.0,1.0,2,1
42.0,0,0,1,0,956.0,1,0,0,15,8,136.0,2.0,0,0
55.0,7,1,0,0,1702.0,1,0,0,29,5,183.0,12.0,3,0
35.0,0,2,1,0,4.0,0,0,2,28,8,4.0,13.0,3,0
34.0,9,1,1,0,904.0,1,0,0,14,1,54.0,2.0,3,0
30.0,7,0,1,0,1652.0,1,0,2,9,8,192.0,3.0,3,0
36.0,7,0,1,0,2393.0,1,0,0,19,9,388.0,1.0,3,0
35.0,1,2,1,0,106.0,0,0,0,8,5,293.0,2.0,3,0
38.0,0,1,1,0,5.0,1,0,2,6,8,66.0,3.0,3,0
32.0,4,2,2,0,4130.0,1,0,2,12,8,466.0,6.0,3,0
54.0,0,1,1,0,10543.0,0,0,0,9,3,146.0,2.0,2,1
41.0,4,0,2,0,32.0,0,0,0,26,8,105.0,1.0,0,0
35.0,0,1,1,0,10134.0,0,2,0,18,8,378.0,2.0,3,0
24.0,0,2,1,0,1495.0,1,0,2,23,8,76.0,13.0,3,0
50.0,9,2,1,0,-92.0,1,0,0,3,3,1388.0,1.0,3,1
30.0,0,1,1,0,72.0,1,0,0,16,5,268.0,2.0,3,0
35.0,0,1,1,0,-4.0,1,0,0,11,8,61.0,7.0,3,0
29.0,0,2,1,0,5.0,0,0,0,3,6,44.0,1.0,3,0
42.0,9,1,2,0,753.0,0,0,0,30,0,357.0,1.0,2,1
30.0,9,2,1,0,60.0,1,0,1,3,3,676.0,2.0,1,0
46.0,1,1,2,0,988.0,1,0,2,16,6,71.0,1.0,3,0
32.0,1,0,1,0,-3.0,1,2,0,18,5,909.0,4.0,3,1
40.0,9,1,2,0,-4.0,0,0,0,20,9,237.0,2.0,0,0
37.0,9,0,2,0,2615.0,1,0,0,22,5,634.0,2.0,3,0
31.0,4,3,2,0,214.0,1,0,0,13,8,179.0,1.0,0,0
31.0,9,2,1,0,159.0,0,0,0,25,1,50.0,9.0,3,0
50.0,0,1,1,0,-8020.0,1,0,0,12,1,118.0,9.0,3,0
29.0,9,2,2,0,1023.0,1,0,0,21,9,661.0,1.0,3,0
56.0,1,1,0,0,403.0,1,0,1,17,3,78.0,2.0,3,0
24.0,4,2,1,0,593.0,0,0,0,28,4,21.0,1.0,3,0
26.0,1,1,0,0,284.0,1,0,2,13,8,223.0,1.0,3,0
58.0,1,1,0,0,1218.0,0,2,0,7,1,122.0,1.0,3,0
47.0,7,1,1,0,2418.0,0,0,0,19,9,401.0,2.0,3,0
30.0,7,1,1,0,284.0,1,0,0,2,3,67.0,1.0,0,0
32.0,6,1,1,0,1810.0,0,0,0,4,8,372.0,5.0,3,0
34.0,7,1,0,0,413.0,1,0,1,18,9,85.0,1.0,3,0
56.0,5,1,1,0,413.0,0,0,0,6,10,388.0,1.0,0,0
52.0,0,0,2,0,180.0,1,0,0,4,3,177.0,2.0,3,0
31.0,7,2,1,0,113.0,0,0,0,28,4,122.0,1.0,3,0
31.0,9,2,1,0,-2.0,0,0,0,28,1,11.0,15.0,3,0
43.0,1,1,1,0,86.0,1,0,2,29,8,747.0,6.0,3,0
29.0,9,1,1,0,1695.0,1,0,0,12,8,99.0,4.0,3,0
